Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ic3_add_sml,ic3_extra_sml,ic3_extra_time_c,ic3_extra_time_c_n1,ic3_extra_time_F,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time,f_sml,f_reuse_sml,sml_ind_length,sml_ind_mem,sml_init_length,sml_init_mem,i_sml,i_reuse_sml,ic3_extra_time_n0,max_size
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave32,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave36,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave10,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave17,valid,3,14.749,5 3,130,0,0,0,0,0.004,0.043,14.032,0.001,0.015,25,3,3,9.338,1,6.42,57,7,0,114072
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave18,invalid,1,2.09,3,31,0,0,0,0,0,0.019,1.623,0,0.011,0,0,0,0.021,1,6.498,7,1,0,98836
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave33,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/steam_boiler_no_arr1_e4_23904_e4_2384,valid,2,0.115,0,4,0,0,0,0,0,0.003,0.051,0,0,0,0,0,0.021,0,0.021,0,0,0,185608
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave40,invalid,0,0.047,,2,0,0,0,0,0,0.005,0.03,0,0.001,0,0,0,0,0,0,0,0,0,90832
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave08,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave16,valid,2,0.021,0,4,0,0,0,0,0,0.005,0.006,0,0,0,0,0,0.021,0,0.021,0,0,0,84932
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave07,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave39,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave24,valid,3,49.369,9 5,195,0,0,0.009,0.004,0.012,0.084,47.987,0.002,0.05,50,18,6,14.956,1,7.344,96,14,0.001,539564
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave23,invalid,1,0.829,2,36,0,0,0,0,0,0.019,0.365,0.001,0.012,0,0,0,0.021,1,6.363,11,1,0,110264
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/steam_boiler_no_arr2_e6_3003_e4_15091,valid,3,0.074,1 0,47,0,0,0,0,0,0.01,0.008,0,0.005,0,0,0,0.021,1,14.193,19,2,0,34196
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave03,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave21,valid,3,263.645,6 3,225,0,0.001,0.001,0.002,0.007,0.163,261.283,0.005,0.103,29,4,5,14.766,7,13.119,129,48,0.004,937164
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave06,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave35,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e2_63,valid,2,0.035,1,12,0,0,0,0,0,0.003,0.013,0,0.001,0,0,0,0.021,2,2.771,3,0,0,32228
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/traffic,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_1_e3_389,invalid,0,0.015,,2,0,0,0,0,0,0.001,0.003,0,0.001,0,0,0,0,0,0,0,0,0,30316
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_3_e7_334,invalid,0,0.007,,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,29128
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ex8_e7_74_e8_302,invalid,0,0.009,,2,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,29708
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e7_3176,valid,3,0.206,1 0,130,0,0,0,0,0,0.047,0.035,0.001,0.009,0,0,0,0.021,1,5.677,51,5,0.001,41228
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/_6countern,invalid,0,0.005,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29732
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/_6counters_e3_140_e8_149,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e8_2126_e7_78,valid,2,0.118,6,54,0,0,0,0,0,0.019,0.015,0,0.005,0,0,0,0.021,1,5.207,20,4,0.001,39056
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/_6counters,invalid,9,2.036,30 28 24 21 19 18 16 15 11,2227,0,0.005,0.008,0.007,0.027,0.608,0.517,0.006,0.456,1218,784,22,10.101,1,2.427,1588,243,0.002,40816
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_3_e7_1312_e7_1495,invalid,0,0.015,,2,0,0,0,0,0,0.001,0.003,0,0.001,0,0,0,0,0,0,0,0,0,39076
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_1_e1_350,invalid,0,0.009,,2,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,30472
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ex8,invalid,0,0.008,,2,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,29720
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/two_counters,valid,6,0.387,24 22 20 16 9,594,0,0.001,0.001,0.001,0.004,0.133,0.089,0.003,0.051,257,172,11,5.753,1,2.016,390,76,0,33388
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/_6counters_e8_371_e2_80,valid,2,0.008,0,4,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,28684
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_4_e7_1775_e7_3320,valid,2,0.049,2,20,0,0,0,0,0,0.006,0.006,0,0.003,0,0,0,0.021,1,5.222,5,0,0,38948
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e7_145_e1_343,invalid,0,0.009,,2,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,30180
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/two_counters_e1_268,invalid,0,0.007,,2,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,29604
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_3,invalid,0,0.008,,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,29472
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e3_329_e5_124,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_1_e2_3,invalid,0,0.009,,2,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,29924
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_3_e7_334_e1_431,invalid,0,0.008,,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,29468
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_3_e1_36,invalid,0,0.008,,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,29360
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/two_counters_e7_222,invalid,0,0.007,,2,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,29620
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/_6counters_e8_371_e3_224,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_3,invalid,0,0.014,,2,0,0,0,0,0,0.001,0.003,0,0.001,0,0,0,0,0,0,0,0,0,38976
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_1_e3_389_e5_5,invalid,0,0.009,,2,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,30020
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_3_e7_334_e7_118,invalid,0,0.008,,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,29452
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_3_e8_1703_e8_2560,invalid,0,0.014,,2,0,0,0,0,0,0.001,0.003,0,0.001,0,0,0,0,0,0,0,0,0,39012
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e1_2192_e1_1852,valid,2,0.166,8,68,0,0,0,0,0,0.024,0.022,0.001,0.007,0,0,0,0.021,1,5.245,25,5,0.001,41188
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_3_e3_442_e5_260,invalid,0,0.008,,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,29500
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_1_e7_1669,valid,2,0.052,3,16,0,0,0,0,0,0.006,0.007,0,0.002,0,0,0,0.021,0,0.021,1,0,0,37064
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_2,invalid,2,0.158,6 2,72,0,0,0,0,0,0.021,0.023,0.001,0.016,13,0,2,7.338,2,6.421,19,2,0,39032
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all_e7_591,valid,2,0.121,6,52,0,0,0,0,0,0.019,0.015,0.001,0.005,0,0,0,0.021,1,5.257,19,4,0.001,38968
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e7_145_e2_169,valid,2,0.038,3,17,0,0,0,0,0,0.007,0.008,0,0.002,0,0,0,0.021,3,3.227,6,3,0,33360
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_3_e3_442_e4_165,invalid,0,0.008,,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,29356
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_1_e3_389_e4_294,invalid,0,0.009,,2,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,30300
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_1,invalid,0,0.009,,2,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,30656
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_6_e7_1096_e7_2688,valid,2,0.043,2,15,0,0,0,0,0,0.005,0.005,0,0.002,0,0,0,0.021,0,0.021,2,0,0,41140
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/traffic_e7_46_e7_171,invalid,0,0.007,,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,28624
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all_e2_1117_e7_553,valid,3,0.152,1 0,72,0,0,0,0,0,0.025,0.024,0.001,0.007,0,0,0,0.021,1,5.7,21,1,0,39260
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/two_counters_e2_3,invalid,1,0.017,0,8,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0.021,0,0.021,0,0,0,31680
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e7_145_e3_222,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7,valid,2,0.121,6,54,0,0,0,0,0,0.017,0.013,0.001,0.005,0,0,0,0.021,1,5.279,20,4,0,38944
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/twisted_counters,valid,8,1.669,29 26 22 19 15 12 7,2159,0,0.004,0.008,0.006,0.026,0.549,0.443,0.004,0.27,1154,705,26,12.327,1,2.538,1480,181,0.001,40368
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e7_145_e8_73,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e1_301,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all_e8_505_e7_2450,valid,2,0.132,7,51,0,0,0,0,0,0.02,0.015,0.001,0.006,0,0,0,0.021,1,5.169,16,3,0.001,41012
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_1_e7_217_e7_31,invalid,0,0.009,,2,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,29984
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_3_e8_1703_e7_3491,invalid,0,0.014,,2,0,0,0,0,0,0.001,0.003,0,0.001,0,0,0,0,0,0,0,0,0,39060
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_4,valid,2,0.048,2,22,0,0,0,0,0,0.006,0.006,0,0.002,0,0,0,0.021,1,5.11,6,0,0,38944
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_3_e7_99,invalid,0,0.013,,2,0,0,0,0,0,0,0.003,0,0.001,0,0,0,0,0,0,0,0,0,39032
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e2_2724_e7_524,valid,2,0.119,6,54,0,0,0,0,0,0.021,0.016,0.001,0.005,0,0,0,0.021,1,5.378,20,4,0,39292
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_1_e7_217,invalid,0,0.009,,2,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,30612
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_1_e7_217_e1_89,invalid,0,0.009,,2,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,30416
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e7_149,invalid,0,0.009,,2,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,29696
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ex8_e8_220,invalid,0,0.008,,2,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,29780
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_5,valid,2,0.047,2,15,0,0,0,0,0,0.004,0.005,0,0.002,0,0,0,0.021,0,0.021,2,0,0,39072
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e7_3176_e1_2924,valid,2,0.143,7,65,0,0,0,0,0,0.024,0.02,0.001,0.006,0,0,0,0.021,1,5.453,25,5,0.001,39160
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e3_99,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all_e1_2706_e7_1776,valid,2,0.118,6,54,0,0,0,0,0,0.019,0.016,0.001,0.005,0,0,0,0.021,1,5.169,20,4,0,39160
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_3_e2_63,invalid,0,0.008,,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,29484
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_1_e7_217_e3_132,invalid,0,0.009,,2,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,30280
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_1,valid,2,0.056,3,14,0,0,0,0,0,0.005,0.006,0.001,0.002,0,0,0,0.021,0,0.021,0,0,0,38908
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ex8_e7_74,invalid,0,0.009,,2,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,29696
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all_e3_557_e7_3464,valid,2,0.117,6,50,0,0,0,0,0,0.018,0.016,0.001,0.005,0,0,0,0.021,1,5.485,19,5,0.001,39056
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all,valid,2,0.119,6,52,0,0,0,0,0,0.015,0.012,0.001,0.005,0,0,0,0.021,1,5.46,19,4,0,39032
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_3_e7_1312_e8_1916,invalid,0,0.013,,2,0,0,0,0,0,0,0.003,0,0.001,0,0,0,0,0,0,0,0,0,39144
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_3_e8_1703,invalid,0,0.013,,2,0,0,0,0,0,0.001,0.003,0,0.001,0,0,0,0,0,0,0,0,0,38976
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_3_e7_334_e3_42,invalid,0,0.008,,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,29464
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e7_145_e7_154,invalid,0,0.009,,2,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,30772
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/_6counters_e8_371_e1_448,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/_6counters_e8_371_e7_304,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ex8_e8_220_e7_249,invalid,0,0.008,,2,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,29440
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e3_329_e4_1,valid,2,0.034,1,12,0,0,0,0,0,0.004,0.013,0,0.001,0,0,0,0.021,2,2.771,3,0,0,33480
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/traffic_e7_46,invalid,0,0.007,,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,28676
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_3_e7_334_e2_62,invalid,0,0.008,,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,29516
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_3_e3_207,invalid,0,0.008,,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,29160
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ex3,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/two_counters_e3_325,invalid,1,0.017,0,8,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0.021,0,0.021,0,0,0,32172
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ex8_e7_74_e7_740,invalid,0,0.008,,2,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,29652
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_5_e7_3307,valid,2,0.046,2,19,0,0,0,0,0,0.006,0.006,0,0.002,0,0,0,0.021,0,0.021,4,0,0,41264
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_6,valid,2,0.047,2,19,0,0,0,0,0,0.006,0.006,0,0.002,0,0,0,0.021,0,0.021,4,0,0,39120
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e3_59_e7_2122,valid,3,0.159,1 0,108,0,0,0,0,0,0.035,0.026,0.001,0.007,0,0,0,0.021,1,5.442,42,4,0.001,39200
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_1_e7_217_e2_352,invalid,0,0.009,,2,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,30136
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_14_e3_5120,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e2_2073_e8_3691,invalid,0,0.02,,2,0,0,0,0,0,0.002,0.003,0,0.001,0,0,0,0,0,0,0,0,0,69996
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_13_e7_2336,invalid,0,0.014,,2,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,57544
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_5_e7_2017_e7_2326,invalid,1,0.064,1,27,0,0,0,0,0,0.01,0.007,0,0.006,0,0,0,0.021,0,0.021,7,0,0,57664
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4_e7_2329_e3_4574,invalid,1,0.096,3,44,0,0,0,0,0,0.019,0.009,0,0.009,0,0,0,0.021,1,6.37,13,0,0,57504
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all_e1_4022_e2_267,valid,2,0.075,4,31,0,0,0,0,0,0.011,0.011,0.001,0.005,0,0,0,0.021,1,6.884,10,2,0,61548
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_1_e1_5070,valid,2,0.04,2,23,0,0,0,0,0,0.006,0.004,0,0.002,0,0,0,0.021,1,6.36,8,1,0,57464
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_rt_e1_913,invalid,1,0.034,0,15,0,0,0,0,0,0.005,0.005,0,0.004,0,0,0,0.021,1,4.711,3,0,0,39100
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_1_e1_1092_e7_1119,invalid,0,0.012,,2,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,36796
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e2_2952,valid,2,0.069,6,48,0,0,0,0,0,0.017,0.009,0.001,0.006,0,0,0,0.021,2,6.368,20,6,0,38936
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_4_e3_3511_e5_3248,valid,4,0.14,7 5 3,163,0,0,0,0,0,0.041,0.031,0.001,0.019,41,12,11,17.602,1,5.525,77,10,0,37108
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e3_1600_e2_676,invalid,1,0.067,4,40,0,0,0,0,0,0.015,0.008,0,0.007,0,0,0,0.021,2,6.285,13,3,0,37128
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e7_3191_e7_2146,invalid,0,0.011,,2,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,36800
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e1_3233_e1_3123,invalid,1,0.049,2,27,0,0,0,0,0,0.01,0.005,0,0.006,0,0,0,0.021,1,5.186,7,1,0,36872
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e1_1207_e1_1201,invalid,1,0.051,2,24,0,0,0,0,0,0.009,0.006,0,0.007,0,0,0,0.021,2,6.034,6,1,0,38800
