Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ind_solver,ic3_ind_gen_time,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e1_1207_e1_1201,invalid,1,0.059,3,33,14,0.009,0.012,0.008,0,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all_e1_4022_e7_2886,invalid,0,0.016,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_4_e3_3511_e1_2375,invalid,2,0.339,12 5,421,370,0.222,0.144,0.085,0.002,0.013
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_5_e2_2884_e1_2678,valid,2,0.021,1,12,5,0.003,0.003,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e2_2924_e7_3371,invalid,0,0.013,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10,valid,2,0.039,2,20,10,0.005,0.006,0.004,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all_e2_6104_e1_6205,valid,2,0.074,4,33,17,0.01,0.013,0.011,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_6,valid,4,0.185,10 8 5,315,259,0.099,0.066,0.039,0.001,0.013
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_3,valid,2,0.033,1,14,7,0.004,0.005,0.007,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e3_1600_e7_1607,invalid,0,0.012,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_3_e2_2236_e3_2657,invalid,1,0.03,0,17,7,0.004,0.005,0.004,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_9_e7_1843_e2_1145,valid,2,0.029,1,12,5,0.002,0.004,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_5_e7_2017,invalid,1,0.047,0,18,8,0.004,0.007,0.005,0,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_rt_e2_3460_e1_1455,valid,2,0.024,1,12,5,0.003,0.003,0.004,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_14_e1_5710,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_9,valid,2,0.024,1,14,7,0.003,0.004,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_3_e3_3846,valid,2,0.032,1,14,7,0.004,0.005,0.007,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all_e3_4821_e2_1089,valid,2,0.078,4,33,17,0.011,0.014,0.01,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e2_2785_e3_1744,valid,2,0.039,2,20,10,0.006,0.006,0.004,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e7_3191_e1_1303,invalid,0,0.012,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_14_e7_3162_e1_3998,invalid,2,0.307,10 3,311,262,0.131,0.096,0.049,0.001,0.019
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_13_e7_2336_e2_1255,invalid,0,0.017,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_13,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e3_4612_e1_6463,valid,4,1.265,20 15 9,1208,1091,0.66,0.411,0.29,0.004,0.063
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_13_e7_2336_e1_541,invalid,0,0.015,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1a,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_14_e7_3162_e3_4298,invalid,2,0.284,10 3,246,198,0.105,0.084,0.043,0.001,0.02
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1a_e2_284_e7_998,invalid,2,0.056,2 1,28,7,0.004,0.01,0.007,0,0.007
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_4_e3_3511_e3_422,valid,4,0.139,7 5 3,194,152,0.072,0.049,0.036,0.001,0.01
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_rt_e3_1549,invalid,1,0.031,0,15,5,0.003,0.005,0.005,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_11_e3_2076_e1_1270,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e3_671_e7_1882,invalid,0,0.013,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_12_e2_1618_e2_138,valid,5,0.494,10 7 6 4,635,554,0.291,0.165,0.136,0.002,0.03
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e3_144_e7_523,invalid,0,0.016,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_2_e7_25_e2_5340,invalid,0,0.015,N/A,2,0,0,0.001,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e7_5406,invalid,0,0.021,N/A,2,0,0,0.002,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e3_671_e4_147,invalid,1,0.036,1,16,3,0.002,0.006,0.005,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e1_3587_e7_872,invalid,0,0.015,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all_e1_4022_e1_1759,valid,2,0.099,5,41,22,0.015,0.018,0.014,0,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_3_e1_4783,valid,2,0.037,1,14,7,0.004,0.005,0.008,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e3_4612_e4_3719,valid,6,2.846,25 21 20 16 10,2727,2547,2.002,1.098,0.874,0.004,0.153
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_9_e7_1843_e7_2225,valid,2,0.048,2,22,12,0.007,0.008,0.005,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e8_5504_e7_579,invalid,0,0.018,N/A,2,0,0,0.001,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e7_2574,invalid,0,0.011,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4_e2_2799_e7_2499,invalid,1,0.11,4,49,27,0.015,0.021,0.01,0.001,0.007
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_3_e3_5422_e1_2288,valid,2,0.037,1,14,7,0.005,0.005,0.009,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e1_1139_e2_2893,valid,2,0.021,1,7,0,0.001,0.003,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_rt_e3_1770_e2_637,valid,4,0.258,11 9 5,436,364,0.144,0.097,0.053,0.002,0.019
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e1_3233,invalid,1,0.041,1,25,12,0.006,0.008,0.006,0,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_12_e1_4640_e7_128,invalid,0,0.016,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_8_e2_3896_e3_3125,valid,5,1.993,28 27 7 4,1729,1603,1.422,0.994,0.444,0.005,0.058
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_11_e1_2450,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e1_1207_e7_156,invalid,0,0.013,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_10_e7_919_e2_3192,valid,2,0.022,1,12,5,0.003,0.004,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_2_e7_25_e8_3171,valid,2,0.028,1,7,0,0,0.003,0.004,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all_e1_4037,valid,2,0.08,4,31,15,0.01,0.013,0.013,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e7_3861_e7_2180,invalid,0,0.016,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4_e7_2329_e7_3856,invalid,1,0.069,1,17,4,0.003,0.008,0.007,0,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_3_e1_4783_e3_511,valid,2,0.034,1,12,5,0.003,0.005,0.008,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e3_3496,invalid,1,0.043,1,22,9,0.006,0.008,0.006,0,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_9,valid,2,0.041,2,24,14,0.006,0.006,0.004,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1a_e2_284_e3_3091,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e3_144_e5_2046,valid,2,0.042,2,20,10,0.006,0.007,0.003,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e7_1909,invalid,0,0.012,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_3_e7_4884,invalid,0,0.015,N/A,2,0,0,0.001,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_5_e2_3018_e2_936,valid,4,0.264,11 8 5,305,249,0.118,0.073,0.059,0.001,0.022
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_u1_e2_3403_e2_957,valid,5,0.636,14 10 9 8,997,893,0.442,0.268,0.152,0.003,0.036
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e3_671_e2_2131,invalid,1,0.038,1,18,5,0.003,0.007,0.005,0,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_12,valid,6,2.069,29 26 22 18 10,2316,2145,1.48,0.8,0.615,0.009,0.107
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e1_1207_e2_3220,valid,2,0.047,4,30,14,0.008,0.01,0.006,0.001,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_rt_e2_3460_e2_2670,invalid,1,0.032,0,17,7,0.004,0.005,0.005,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_2_e3_151_e3_1540,invalid,1,0.031,0,17,7,0.004,0.005,0.005,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_4,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e1_1139_e1_1565,invalid,1,0.03,0,10,0,0,0.004,0.004,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b,valid,2,0.019,1,7,0,0,0.003,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_1_e2_1997,valid,2,0.038,2,24,14,0.006,0.006,0.004,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_3_e3_5422_e2_3135,valid,2,0.033,1,14,7,0.004,0.004,0.007,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_10,valid,2,0.019,1,12,5,0.002,0.003,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_2_e7_1826_e8_126,valid,4,0.234,11 9 5,371,307,0.131,0.089,0.049,0.002,0.018
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_5_e1_2552_e7_1169,valid,2,0.028,2,22,12,0.006,0.006,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all_e3_4821_e1_1318,valid,2,0.08,4,31,15,0.012,0.014,0.012,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_7,valid,6,11.832,54 45 34 24 12,10670,10321,9.729,6.193,3.05,0.012,0.745
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_2_e1_2316,valid,2,0.029,1,7,0,0,0.003,0.004,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e1_3587_e3_2749,valid,2,0.041,2,20,10,0.006,0.007,0.004,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e8_4626,invalid,0,0.017,N/A,2,0,0,0.001,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_2_e7_25,invalid,0,0.015,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_2_e7_25_e7_4469,invalid,0,0.015,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_5_e2_2229,valid,2,0.028,2,22,12,0.005,0.006,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4_e3_4133,valid,5,1.773,34 28 22 10,2221,2038,1.191,0.661,0.507,0.006,0.117
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e7_5406_e1_6690,invalid,0,0.018,N/A,2,0,0,0.002,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_rt_e1_913_e7_1403,invalid,0,0.012,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_11_e1_2450_e1_5887,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_2,valid,4,0.211,11 9 5,371,307,0.117,0.081,0.044,0.001,0.016
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all_e3_5957,valid,2,0.095,5,43,24,0.013,0.016,0.012,0.001,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_8_e2_1711_e1_1489,valid,2,0.019,1,11,4,0.002,0.003,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_1_e1_14612_e1_268_e7_501,valid,2,0.041,2,19,9,0.005,0.006,0.004,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_11_e1_3457,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4_e2_2799_e1_1303,valid,5,1.598,28 23 14 8,1969,1796,1.032,0.581,0.444,0.006,0.101
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_rt_e1_913_e1_1993,invalid,1,0.041,0,15,5,0.004,0.006,0.006,0,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_3_e1_4783_e2_158,valid,2,0.034,1,14,7,0.004,0.004,0.007,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_3,valid,6,0.939,27 24 21 18 9,1287,1133,0.631,0.388,0.239,0.003,0.069
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_3_e1_4783_e7_4070,invalid,0,0.02,N/A,2,0,0,0.001,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_2,valid,2,0.023,1,12,5,0.003,0.003,0.004,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e3_314_e1_1979,invalid,2,0.449,11 5,482,428,0.294,0.196,0.113,0.002,0.016
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e3_314_e4_897,invalid,2,0.409,11 5,476,422,0.263,0.176,0.099,0.002,0.016
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_1_e1_14612_e2_2653_e7_4370,valid,2,0.029,1,14,7,0.003,0.004,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e2_2924_e3_3946,invalid,1,0.063,3,33,14,0.01,0.013,0.01,0,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_4_e3_3511,valid,3,0.112,6 3,128,95,0.052,0.035,0.028,0.001,0.007
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_4_e3_3511_e2_1923,valid,4,0.141,7 5 3,191,149,0.072,0.047,0.038,0.001,0.011
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_6_e2_3302,valid,4,0.231,11 8 5,366,306,0.135,0.085,0.055,0.002,0.017
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e3_1600_e1_667,invalid,1,0.051,2,25,9,0.006,0.01,0.008,0.001,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_3_e2_2236_e2_1058,valid,2,0.03,2,22,12,0.006,0.006,0.004,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4_e2_2799,valid,7,3.283,37 31 25 20 12 7,3895,3628,2.344,1.189,1.052,0.008,0.295
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3,valid,3,0.078,1 0,75,49,0.024,0.022,0.014,0,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_8_e7_3752,valid,5,0.865,16 15 9 5,991,899,0.568,0.369,0.182,0.003,0.031
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_4_e2_325,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_1_e1_1092,invalid,1,0.029,0,12,2,0.001,0.004,0.003,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_12_e2_1618_e1_6030,valid,6,1.382,24 21 19 15 8,1708,1548,0.932,0.497,0.416,0.004,0.082
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_13_e7_2336_e3_3117,invalid,0,0.016,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e7_3191_e2_1864,invalid,0,0.013,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_2_e2_3183_e2_3580,valid,2,0.029,1,9,2,0.001,0.003,0.004,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1a_e2_284_e1_2924,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4_e3_1540_e1_5048,valid,5,1.848,15 6 2 1,2399,2250,1.35,0.76,0.524,0.003,0.097
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e3_1600_e3_2055,invalid,1,0.051,2,31,15,0.008,0.011,0.007,0,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e1_1139_e3_1839,invalid,1,0.023,0,7,0,0,0.003,0.003,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_rt,valid,5,0.331,14 12 9 5,493,398,0.181,0.121,0.075,0.002,0.026
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_11_e1_2450_e3_2330,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e2_2086_e3_2542,valid,2,0.056,4,37,21,0.012,0.014,0.008,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_1_e1_1092_e3_389,invalid,1,0.029,0,12,2,0.001,0.004,0.003,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e2_2924_e1_768,valid,2,0.048,4,30,14,0.009,0.011,0.007,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all,valid,2,0.046,4,30,14,0.009,0.011,0.006,0.001,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_11_e1_2450_e7_5791,invalid,0,0.015,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all_e7_4065,invalid,0,0.018,N/A,2,0,0,0.001,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_5_e2_2884_e7_3594,valid,2,0.029,2,22,12,0.006,0.007,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e8_5504_e1_4719,invalid,0,0.018,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_9_e7_170_e3_3647,valid,2,0.025,1,14,7,0.004,0.005,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all,valid,2,0.076,4,33,17,0.01,0.013,0.011,0.001,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_7,valid,2,0.042,2,20,10,0.006,0.007,0.004,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_1_e3_11891_e7_4569_e4_4881,valid,2,0.037,2,17,7,0.003,0.005,0.003,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all_e2_6104_e2_3308,valid,2,0.077,4,35,19,0.011,0.014,0.01,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_2_e2_1375_e1_418,valid,4,0.232,11 9 5,371,307,0.133,0.089,0.051,0.002,0.017
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e2_2086_e1_3235,valid,3,0.081,1 0,75,49,0.027,0.024,0.015,0.001,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_2_e7_25_e1_154,invalid,0,0.017,N/A,2,0,0,0.001,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_5,valid,4,0.299,10 7 4,295,241,0.145,0.086,0.073,0.002,0.024
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e3_1600_e4_2415,invalid,1,0.062,3,33,14,0.01,0.013,0.009,0,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all_e2_6104_e3_2607,valid,2,0.073,4,31,15,0.008,0.011,0.009,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e2_2924_e2_1767,invalid,1,0.049,2,25,9,0.006,0.009,0.007,0,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_12_e2_1618,valid,6,1.752,14 11 8 5 4,2145,2005,1.339,0.734,0.54,0.003,0.095
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_1,valid,2,0.028,1,14,7,0.003,0.004,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_14_e2_3606,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_3_e2_5343_e1_988,valid,2,0.037,1,14,7,0.004,0.005,0.007,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_3_e1_2217_e3_1200,valid,6,0.843,26 23 20 17 8,1220,1068,0.562,0.326,0.246,0.004,0.066
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all_e1_4022_e3_3628,valid,2,0.076,4,33,17,0.012,0.013,0.011,0.001,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_8_e3_786_e7_4541,valid,4,14.687,68 67 34,8711,8508,13.219,9.33,3.153,0.009,0.138
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_2_e2_3183_e3_5972,valid,2,0.029,1,9,2,0.001,0.004,0.005,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_1_e1_1092_e1_1486,invalid,1,0.028,0,12,2,0.001,0.004,0.003,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e1_3233_e7_906,invalid,0,0.012,N/A,2,0,0,0.001,0.001,0,0.001
